# step_dt, iter_dt, train_loss_dt, train_acc_dt, test_acc_dt, time_dt
   10.0000, 1280.0000, 2212.1562,    0.9844,    0.9648,    8.0546
   20.0000, 2560.0000,    0.0000,    1.0000,    0.9648,   16.2134
   30.0000, 3840.0000,    0.0000,    1.0000,    0.9766,   24.4124
   40.0000, 5120.0000,    0.0000,    1.0000,    0.9844,   32.6093
   50.0000, 6400.0000,    0.0000,    1.0000,    0.9805,   40.8167
   60.0000, 7680.0000,    0.0000,    1.0000,    0.9766,   50.3145
   70.0000, 8960.0000,    0.0000,    1.0000,    0.9727,   58.6669
   80.0000,10240.0000,    0.0000,    1.0000,    0.9766,   66.2297
   90.0000,11520.0000,    0.0000,    1.0000,    0.9844,   74.3704
  100.0000,12800.0000,  514.0234,    0.9844,    0.9688,   82.7401
  110.0000,14080.0000,    0.0000,    1.0000,    0.9805,   92.1122
  120.0000,15360.0000,    0.0000,    1.0000,    0.9453,  100.2348
  130.0000,16640.0000,    0.0000,    1.0000,    0.9766,  108.6260
  140.0000,17920.0000,    0.0000,    1.0000,    0.9727,  116.7635
  150.0000,19200.0000,   32.8545,    0.9922,    0.9805,  125.0797
  160.0000,20480.0000,  259.2539,    0.9922,    0.9531,  133.7331
  170.0000,21760.0000,    0.0000,    1.0000,    0.9609,  142.3006
  180.0000,23040.0000,    0.0000,    1.0000,    0.9688,  150.4797
  190.0000,24320.0000,    0.0000,    1.0000,    0.9688,  158.9929
  200.0000,25600.0000,  572.1914,    0.9922,    0.9531,  167.5138
  210.0000,26880.0000,    0.0000,    1.0000,    0.9609,  177.1397
  220.0000,28160.0000,    0.0000,    1.0000,    0.9727,  185.3707
  230.0000,29440.0000,  726.4688,    0.9922,    0.9453,  193.6421
  240.0000,30720.0000,    0.0000,    1.0000,    0.9727,  201.0405
  250.0000,32000.0000,    0.0000,    1.0000,    0.9766,  209.2787
  260.0000,33280.0000,    0.0000,    1.0000,    0.9727,  218.9119
  270.0000,34560.0000,    0.0000,    1.0000,    0.9805,  227.1673
  280.0000,35840.0000,    0.0000,    1.0000,    0.9883,  235.4402
  290.0000,37120.0000,    0.0000,    1.0000,    0.9883,  243.5854
