# step_dt, iter_dt, train_loss_dt, train_acc_dt, test_acc_dt, time_dt
  870.0000,111360.0000,  235.3828,    0.9922,    0.9336,  725.6909
  880.0000,112640.0000,    0.0000,    1.0000,    0.9258,  733.8638
  890.0000,113920.0000,  415.5664,    0.9922,    0.9258,  742.0148
  900.0000,115200.0000,    0.0000,    1.0000,    0.9219,  750.2599
  910.0000,116480.0000,  337.0898,    0.9922,    0.9297,  759.6455
  920.0000,117760.0000,    0.0000,    1.0000,    0.9336,  768.0420
  930.0000,119040.0000,    0.0000,    1.0000,    0.9258,  776.2106
  940.0000,120320.0000,    0.0000,    1.0000,    0.9180,  784.5888
  950.0000,121600.0000, 2283.6602,    0.9922,    0.9336,  793.1250
  960.0000,122880.0000,  485.8633,    0.9922,    0.9570,  803.0274
  970.0000,124160.0000,    0.0000,    1.0000,    0.9414,  811.8515
  980.0000,125440.0000,    0.0000,    1.0000,    0.9297,  820.6587
  990.0000,126720.0000,    0.0000,    1.0000,    0.9258,  829.2885
 1000.0000,128000.0000,  208.8320,    0.9922,    0.9258,  837.9063
 1010.0000,129280.0000, 5698.5088,    0.9688,    0.9258,  847.7753
 1020.0000,130560.0000, 1610.4121,    0.9922,    0.9297,  855.8933
 1030.0000,131840.0000,  615.5664,    0.9922,    0.9414,  864.2884
 1040.0000,133120.0000, 1481.8145,    0.9844,    0.9102,  872.4806
 1050.0000,134400.0000,    0.0000,    1.0000,    0.9219,  880.7542
 1060.0000,135680.0000,  832.7344,    0.9844,    0.9180,  890.5002
 1070.0000,136960.0000,    0.0000,    1.0000,    0.9102,  899.0032
 1080.0000,138240.0000,    0.0000,    1.0000,    0.9141,  907.6145
 1090.0000,139520.0000,    0.0000,    1.0000,    0.9336,  916.1965
 1100.0000,140800.0000,    0.0000,    1.0000,    0.9219,  924.1251
 1110.0000,142080.0000, 1151.6348,    0.9844,    0.9375,  934.1297
 1120.0000,143360.0000,    0.0000,    1.0000,    0.9453,  943.2461
 1130.0000,144640.0000,    0.0000,    1.0000,    0.9375,  952.7321
 1140.0000,145920.0000,  200.6328,    0.9922,    0.9453,  961.9296
 1150.0000,147200.0000,  371.6562,    0.9922,    0.9453,  970.7436
 1160.0000,148480.0000,    0.0000,    1.0000,    0.9414,  980.3156
 1170.0000,149760.0000,   32.6797,    0.9922,    0.9414,  988.7910
 1180.0000,151040.0000,    0.0000,    1.0000,    0.9023,  996.4564
 1190.0000,152320.0000, 1613.0410,    0.9766,    0.8984, 1004.8575
 1200.0000,153600.0000,    0.0000,    1.0000,    0.9297, 1013.1261
 1210.0000,154880.0000,    0.0000,    1.0000,    0.9141, 1022.5995
 1220.0000,156160.0000, 5840.2539,    0.9531,    0.9219, 1030.9899
 1230.0000,157440.0000,  816.8340,    0.9922,    0.9453, 1039.2377
