# step_dt, iter_dt, train_loss_dt, train_acc_dt, test_acc_dt, time_dt
  880.0000,112640.0000,    0.0000,    1.0000,    0.9609,  736.5278
  890.0000,113920.0000,    0.0000,    1.0000,    0.9648,  744.6568
  900.0000,115200.0000,    0.0000,    1.0000,    0.9609,  752.8332
  910.0000,116480.0000,    0.0000,    1.0000,    0.9492,  762.1730
  920.0000,117760.0000, 1136.6055,    0.9922,    0.9688,  770.5992
  930.0000,119040.0000,    0.0000,    1.0000,    0.9688,  779.0166
  940.0000,120320.0000,    0.0000,    1.0000,    0.9414,  786.5252
  950.0000,121600.0000, 3277.0938,    0.9844,    0.9609,  794.7187
  960.0000,122880.0000,  643.7031,    0.9844,    0.9336,  804.3899
  970.0000,124160.0000,    0.0000,    1.0000,    0.9492,  812.9709
  980.0000,125440.0000,  773.5645,    0.9922,    0.9648,  821.6401
  990.0000,126720.0000,   77.4258,    0.9922,    0.9297,  829.8951
 1000.0000,128000.0000,    0.0000,    1.0000,    0.9492,  838.1807
 1010.0000,129280.0000,  392.0469,    0.9922,    0.9609,  847.5760
 1020.0000,130560.0000,    0.0000,    1.0000,    0.9688,  855.5946
 1030.0000,131840.0000,   34.8750,    0.9922,    0.9688,  863.8032
 1040.0000,133120.0000,   31.9316,    0.9922,    0.9609,  872.0768
 1050.0000,134400.0000,    0.0000,    1.0000,    0.9688,  880.5812
 1060.0000,135680.0000,  569.8223,    0.9922,    0.9648,  889.8400
 1070.0000,136960.0000,    0.0000,    1.0000,    0.9609,  897.9621
 1080.0000,138240.0000,    0.0000,    1.0000,    0.9648,  906.2077
 1090.0000,139520.0000,    0.0000,    1.0000,    0.9570,  914.3821
 1100.0000,140800.0000,    0.0000,    1.0000,    0.9531,  921.8871
 1110.0000,142080.0000,    0.0000,    1.0000,    0.9570,  931.2385
 1120.0000,143360.0000, 1182.4863,    0.9922,    0.9688,  939.6663
 1130.0000,144640.0000,    0.0000,    1.0000,    0.9531,  947.8886
 1140.0000,145920.0000,  367.1035,    0.9922,    0.9492,  956.5431
 1150.0000,147200.0000,    0.0000,    1.0000,    0.9492,  965.4109
 1160.0000,148480.0000,    0.0000,    1.0000,    0.9492,  974.9673
 1170.0000,149760.0000,    0.0000,    1.0000,    0.9414,  983.0943
 1180.0000,151040.0000,    0.0000,    1.0000,    0.9688,  990.5529
 1190.0000,152320.0000,    0.0000,    1.0000,    0.9531,  998.7115
 1200.0000,153600.0000,    0.0000,    1.0000,    0.9531, 1006.8798
 1210.0000,154880.0000,  232.3516,    0.9922,    0.9531, 1016.1326
 1220.0000,156160.0000,  466.7910,    0.9922,    0.9648, 1024.2710
 1230.0000,157440.0000,    0.0000,    1.0000,    0.9648, 1032.5342
 1240.0000,158720.0000, 1328.1602,    0.9922,    0.9648, 1040.9116
 1250.0000,160000.0000,  402.5723,    0.9922,    0.9414, 1048.5042
 1260.0000,161280.0000,  788.2969,    0.9922,    0.9609, 1058.0515
 1270.0000,162560.0000,    0.0000,    1.0000,    0.9375, 1066.3225
 1280.0000,163840.0000,    0.0000,    1.0000,    0.9492, 1074.8283
 1290.0000,165120.0000,    0.0000,    1.0000,    0.9648, 1083.1889
 1300.0000,166400.0000, 1183.3359,    0.9766,    0.9609, 1091.4545
 1310.0000,167680.0000, 2542.0703,    0.9922,    0.9531, 1100.8586
 1320.0000,168960.0000,    0.0000,    1.0000,    0.9727, 1109.2976
 1330.0000,170240.0000,    0.0000,    1.0000,    0.9570, 1116.8454
 1340.0000,171520.0000, 1643.0156,    0.9922,    0.9766, 1125.3218
 1350.0000,172800.0000,  285.5508,    0.9922,    0.9648, 1133.7352
 1360.0000,174080.0000,    0.0000,    1.0000,    0.9609, 1143.2107
 1370.0000,175360.0000,    0.0000,    1.0000,    0.9570, 1151.4641
 1380.0000,176640.0000,  276.8789,    0.9922,    0.9258, 1159.6249
 1390.0000,177920.0000, 2762.0430,    0.9922,    0.9453, 1168.2149
 1400.0000,179200.0000,    0.0000,    1.0000,    0.9609, 1177.1023
 1410.0000,180480.0000,  367.1504,    0.9922,    0.9688, 1186.4211
 1420.0000,181760.0000,    0.0000,    1.0000,    0.9648, 1195.7958
 1430.0000,183040.0000,  537.4180,    0.9844,    0.9648, 1205.2416
 1440.0000,184320.0000,    0.0000,    1.0000,    0.9492, 1215.6118
 1450.0000,185600.0000,   86.5176,    0.9922,    0.9336, 1224.8686
 1460.0000,186880.0000,    0.0000,    1.0000,    0.9414, 1234.3860
 1470.0000,188160.0000,    0.0000,    1.0000,    0.9531, 1242.9833
 1480.0000,189440.0000,    0.0000,    1.0000,    0.9570, 1251.8676
 1490.0000,190720.0000,    0.0000,    1.0000,    0.9648, 1259.6724
 1500.0000,192000.0000,    0.0000,    1.0000,    0.9688, 1268.2028
 1510.0000,193280.0000,    0.0000,    1.0000,    0.9727, 1278.0279
 1520.0000,194560.0000,  394.3164,    0.9922,    0.9570, 1286.7993
 1530.0000,195840.0000,   25.9727,    0.9922,    0.9531, 1295.3470
 1540.0000,197120.0000,    0.0000,    1.0000,    0.9609, 1303.8744
 1550.0000,198400.0000,    0.0000,    1.0000,    0.9453, 1312.2825
 1560.0000,199680.0000,    0.0000,    1.0000,    0.9570, 1321.6912
