# step_dt, iter_dt, train_loss_dt, train_acc_dt, test_acc_dt, time_dt
  870.0000,111360.0000,  176.0768,    0.9766,    0.9766,  336.8923
  880.0000,112640.0000,  296.4951,    0.9531,    0.9766,  340.7405
  890.0000,113920.0000,  139.0903,    0.9688,    0.9688,  344.6207
  900.0000,115200.0000,  339.7328,    0.9609,    0.9688,  348.4619
  910.0000,116480.0000,  220.4382,    0.9766,    0.9727,  352.3522
  920.0000,117760.0000,  145.6469,    0.9531,    0.9727,  356.2074
  930.0000,119040.0000,   74.1074,    0.9844,    0.9727,  360.0406
  940.0000,120320.0000,  424.8683,    0.9453,    0.9766,  363.8828
  950.0000,121600.0000,   95.6620,    0.9766,    0.9766,  367.7210
  960.0000,122880.0000,  385.9919,    0.9688,    0.9766,  371.5633
  970.0000,124160.0000,  137.1113,    0.9766,    0.9727,  375.4105
  980.0000,125440.0000,  292.1977,    0.9688,    0.9727,  379.2417
  990.0000,126720.0000,  327.7177,    0.9453,    0.9727,  383.0939
 1000.0000,128000.0000,  251.9425,    0.9531,    0.9727,  386.9271
 1010.0000,129280.0000,  137.4584,    0.9922,    0.9727,  390.7834
 1020.0000,130560.0000,   98.4816,    0.9844,    0.9727,  394.6596
 1030.0000,131840.0000,  102.3515,    0.9766,    0.9766,  398.4928
 1040.0000,133120.0000,   49.9532,    0.9844,    0.9727,  402.3430
 1050.0000,134400.0000,    6.7506,    0.9922,    0.9766,  406.2582
 1060.0000,135680.0000,   45.9006,    0.9844,    0.9766,  410.1765
 1070.0000,136960.0000,  451.6679,    0.9609,    0.9727,  414.1087
 1080.0000,138240.0000,  266.9218,    0.9609,    0.9805,  418.0769
 1090.0000,139520.0000,  157.4821,    0.9766,    0.9805,  422.1941
 1100.0000,140800.0000,  216.5291,    0.9766,    0.9727,  426.1144
 1110.0000,142080.0000,  322.0756,    0.9844,    0.9805,  430.0426
 1120.0000,143360.0000,  129.3851,    0.9766,    0.9766,  434.0368
 1130.0000,144640.0000,  234.2931,    0.9844,    0.9727,  437.8890
 1140.0000,145920.0000,   63.6334,    0.9922,    0.9766,  441.7433
 1150.0000,147200.0000,  284.7022,    0.9453,    0.9844,  445.5965
 1160.0000,148480.0000,  162.8440,    0.9688,    0.9805,  449.4887
 1170.0000,149760.0000,   93.3714,    0.9609,    0.9805,  453.3979
 1180.0000,151040.0000,   65.1372,    0.9766,    0.9844,  457.3732
 1190.0000,152320.0000,  315.9130,    0.9766,    0.9766,  461.3304
 1200.0000,153600.0000,   32.8216,    0.9922,    0.9766,  465.2326
 1210.0000,154880.0000,   99.9062,    0.9766,    0.9805,  469.2108
 1220.0000,156160.0000,   47.0631,    0.9844,    0.9727,  473.1531
 1230.0000,157440.0000,  107.0243,    0.9766,    0.9727,  477.3203
 1240.0000,158720.0000,  204.4569,    0.9766,    0.9844,  481.4185
 1250.0000,160000.0000,  158.4149,    0.9844,    0.9688,  485.9748
 1260.0000,161280.0000,  259.1086,    0.9453,    0.9688,  490.4601
 1270.0000,162560.0000,   75.1171,    0.9922,    0.9766,  494.8113
 1280.0000,163840.0000,  220.2957,    0.9688,    0.9766,  498.7965
 1290.0000,165120.0000,   58.6793,    0.9844,    0.9727,  502.9488
 1300.0000,166400.0000,  124.9424,    0.9609,    0.9727,  506.9480
 1310.0000,167680.0000,   35.0155,    0.9922,    0.9727,  511.2152
 1320.0000,168960.0000,   43.0097,    0.9766,    0.9805,  515.6215
 1330.0000,170240.0000,   72.3158,    0.9609,    0.9766,  519.6317
 1340.0000,171520.0000,   33.7716,    0.9922,    0.9805,  524.0560
 1350.0000,172800.0000,  258.9432,    0.9609,    0.9844,  528.1342
 1360.0000,174080.0000,   77.9748,    0.9844,    0.9805,  532.7005
