# step_dt, iter_dt, train_loss_dt, train_acc_dt, test_acc_dt, time_dt
  880.0000,112640.0000,43420.5430,    0.9141,    0.8789,  724.2218
  890.0000,113920.0000,15913.1680,    0.9219,    0.8945,  732.3157
  900.0000,115200.0000,27865.7031,    0.9453,    0.8672,  740.4317
  910.0000,116480.0000,26692.2617,    0.9297,    0.8633,  749.6761
  920.0000,117760.0000,21054.5469,    0.9375,    0.8828,  757.7417
  930.0000,119040.0000,20719.2734,    0.9141,    0.8633,  765.8373
  940.0000,120320.0000,26098.0977,    0.9297,    0.8594,  773.2317
  950.0000,121600.0000,23497.4277,    0.9375,    0.8828,  781.3784
  960.0000,122880.0000,36307.9102,    0.9297,    0.8828,  790.6136
  970.0000,124160.0000,16007.0273,    0.9375,    0.8750,  798.6804
  980.0000,125440.0000,43883.3125,    0.9297,    0.8516,  806.7778
  990.0000,126720.0000,26896.5293,    0.9219,    0.8672,  814.8938
 1000.0000,128000.0000,35213.6758,    0.9062,    0.8750,  823.0470
 1010.0000,129280.0000,35598.8672,    0.9453,    0.8789,  832.2131
 1020.0000,130560.0000,57734.1406,    0.8750,    0.8711,  839.5959
 1030.0000,131840.0000,16897.9766,    0.9766,    0.8750,  847.7147
 1040.0000,133120.0000,17436.6035,    0.9531,    0.8867,  855.8579
 1050.0000,134400.0000,37843.2148,    0.9141,    0.8828,  864.0269
 1060.0000,135680.0000,23074.3184,    0.9062,    0.8867,  873.2369
 1070.0000,136960.0000,14780.5391,    0.9453,    0.8789,  881.2879
 1080.0000,138240.0000,25749.2637,    0.9297,    0.8789,  889.3864
 1090.0000,139520.0000,14539.9219,    0.9531,    0.8789,  897.5452
 1100.0000,140800.0000,  715.5527,    0.9844,    0.8672,  905.0070
 1110.0000,142080.0000,19434.0098,    0.9219,    0.8633,  914.2442
 1120.0000,143360.0000,31038.2715,    0.9062,    0.8516,  922.3616
 1130.0000,144640.0000,20075.5449,    0.9688,    0.8828,  930.4670
 1140.0000,145920.0000,15425.7715,    0.9531,    0.8672,  938.5955
 1150.0000,147200.0000, 8249.2988,    0.9375,    0.8750,  946.7769
 1160.0000,148480.0000,15343.8379,    0.9531,    0.8789,  956.0009
 1170.0000,149760.0000,32525.3984,    0.9453,    0.8789,  964.1305
 1180.0000,151040.0000,  974.5781,    0.9844,    0.8984,  971.5123
 1190.0000,152320.0000, 3522.3984,    0.9844,    0.8867,  979.6921
 1200.0000,153600.0000,13183.0527,    0.9688,    0.8945,  987.8871
 1210.0000,154880.0000, 5928.7695,    0.9766,    0.8906,  997.1490
 1220.0000,156160.0000,22119.5547,    0.9531,    0.8867, 1005.2518
 1230.0000,157440.0000,10708.6445,    0.9766,    0.8945, 1013.3854
 1240.0000,158720.0000,10238.2070,    0.9531,    0.9102, 1021.6286
 1250.0000,160000.0000,20328.2188,    0.9297,    0.8789, 1029.5210
 1260.0000,161280.0000,20537.6250,    0.9609,    0.8984, 1039.6919
 1270.0000,162560.0000,26647.2109,    0.9375,    0.8750, 1048.7439
 1280.0000,163840.0000,14997.5527,    0.9609,    0.8984, 1057.3505
 1290.0000,165120.0000,12832.2793,    0.9453,    0.8945, 1066.0417
 1300.0000,166400.0000,10739.1562,    0.9688,    0.8867, 1074.7393
 1310.0000,167680.0000,13600.7754,    0.9453,    0.8984, 1084.7055
 1320.0000,168960.0000, 5988.3594,    0.9609,    0.9023, 1093.4127
 1330.0000,170240.0000,14035.1992,    0.9375,    0.9023, 1101.3734
 1340.0000,171520.0000,11324.6602,    0.9609,    0.9023, 1110.0926
 1350.0000,172800.0000,17692.4531,    0.9453,    0.8984, 1118.8456
 1360.0000,174080.0000, 9786.7109,    0.9688,    0.8828, 1128.4330
 1370.0000,175360.0000, 8449.8984,    0.9766,    0.8828, 1137.2178
 1380.0000,176640.0000,26218.8711,    0.9531,    0.8867, 1145.8612
 1390.0000,177920.0000,10620.4219,    0.9531,    0.9062, 1154.4853
 1400.0000,179200.0000,  721.0312,    0.9922,    0.8984, 1163.1889
 1410.0000,180480.0000,10214.6914,    0.9609,    0.9062, 1172.0507
 1420.0000,181760.0000, 9613.9492,    0.9844,    0.9023, 1180.6659
 1430.0000,183040.0000, 3288.6387,    0.9766,    0.9102, 1189.2977
 1440.0000,184320.0000, 2335.7051,    0.9922,    0.8945, 1197.9169
 1450.0000,185600.0000,19300.5059,    0.9531,    0.9102, 1206.5412
 1460.0000,186880.0000, 1732.0742,    0.9844,    0.9258, 1216.2070
 1470.0000,188160.0000, 6039.3301,    0.9844,    0.9141, 1224.5102
 1480.0000,189440.0000, 3956.2090,    0.9766,    0.8906, 1232.8868
 1490.0000,190720.0000, 4966.2227,    0.9531,    0.9141, 1241.1392
 1500.0000,192000.0000, 7577.9434,    0.9688,    0.8984, 1249.3996
 1510.0000,193280.0000, 9709.5566,    0.9688,    0.9102, 1258.7219
 1520.0000,194560.0000,11630.1270,    0.9688,    0.8984, 1266.8827
 1530.0000,195840.0000, 8530.4570,    0.9688,    0.8984, 1275.0047
 1540.0000,197120.0000, 2738.8984,    0.9844,    0.8984, 1283.1413
 1550.0000,198400.0000,12409.3574,    0.9531,    0.9023, 1291.3965
 1560.0000,199680.0000,12886.4482,    0.9453,    0.9062, 1300.7001
