# step_dt, iter_dt, train_loss_dt, train_acc_dt, test_acc_dt, time_dt
   10.0000, 1280.0000, 1204.9219,    0.9844,    0.9844,    8.1772
   20.0000, 2560.0000,  375.7988,    0.9922,    0.9844,   16.6302
   30.0000, 3840.0000,    0.0000,    1.0000,    0.9844,   24.9518
   40.0000, 5120.0000,    0.0000,    1.0000,    0.9883,   33.1141
   50.0000, 6400.0000,    0.0000,    1.0000,    0.9883,   41.2791
   60.0000, 7680.0000,    0.0000,    1.0000,    0.9688,   50.5725
   70.0000, 8960.0000,    0.0000,    1.0000,    0.9961,   58.7343
   80.0000,10240.0000,    0.0000,    1.0000,    0.9805,   66.1681
   90.0000,11520.0000,    0.0000,    1.0000,    0.9922,   74.3380
  100.0000,12800.0000,    0.0000,    1.0000,    0.9883,   82.4540
  110.0000,14080.0000,    0.0000,    1.0000,    0.9805,   91.7310
  120.0000,15360.0000,    0.0000,    1.0000,    0.9883,   99.9612
  130.0000,16640.0000,    0.0000,    1.0000,    0.9805,  108.4366
  140.0000,17920.0000,    0.0000,    1.0000,    0.9648,  116.5732
  150.0000,19200.0000,    0.0000,    1.0000,    0.9766,  124.6959
  160.0000,20480.0000,    0.0000,    1.0000,    0.9883,  133.3085
  170.0000,21760.0000,    0.0000,    1.0000,    0.9883,  141.4569
  180.0000,23040.0000, 3331.8594,    0.9922,    0.9805,  149.5781
  190.0000,24320.0000,    0.0000,    1.0000,    0.9570,  157.7187
  200.0000,25600.0000,    0.0000,    1.0000,    0.9844,  165.8561
  210.0000,26880.0000,   99.1289,    0.9922,    0.9727,  175.0938
  220.0000,28160.0000,    0.0000,    1.0000,    0.9922,  183.2224
  230.0000,29440.0000,    0.0000,    1.0000,    0.9805,  191.3186
  240.0000,30720.0000,    0.0000,    1.0000,    0.9844,  198.8060
  250.0000,32000.0000,    0.0000,    1.0000,    0.9766,  206.9354
  260.0000,33280.0000,    0.0000,    1.0000,    0.9883,  216.2674
  270.0000,34560.0000,    0.0000,    1.0000,    0.9922,  224.4071
  280.0000,35840.0000,    0.0000,    1.0000,    0.9805,  232.5499
  290.0000,37120.0000,    0.0000,    1.0000,    0.9883,  240.7423
  300.0000,38400.0000,    0.0000,    1.0000,    0.9805,  248.9131
  310.0000,39680.0000,    0.0000,    1.0000,    0.9844,  258.2071
  320.0000,40960.0000,    0.0000,    1.0000,    0.9883,  265.6927
  330.0000,42240.0000,    0.0000,    1.0000,    0.9805,  273.7946
  340.0000,43520.0000,    0.0000,    1.0000,    0.9805,  281.9584
  350.0000,44800.0000,    0.0000,    1.0000,    0.9883,  290.1972
  360.0000,46080.0000,    0.0000,    1.0000,    0.9648,  299.4740
  370.0000,47360.0000,    0.0000,    1.0000,    0.9844,  307.6660
  380.0000,48640.0000,    0.0000,    1.0000,    0.9844,  315.7936
  390.0000,49920.0000,       nan,       nan,    0.9844,  323.0536
  400.0000,51200.0000,    0.0000,    1.0000,    0.9883,  331.2775
  410.0000,52480.0000,    0.0000,    1.0000,    0.9844,  340.5299
  420.0000,53760.0000,    0.0000,    1.0000,    0.9922,  348.6845
  430.0000,55040.0000, 3369.2383,    0.9844,    0.9570,  356.8333
  440.0000,56320.0000,    0.0000,    1.0000,    0.9688,  365.0595
  450.0000,57600.0000,    0.0000,    1.0000,    0.9766,  373.2847
  460.0000,58880.0000,  332.4707,    0.9922,    0.9844,  382.5668
  470.0000,60160.0000,    0.0000,    1.0000,    0.9766,  390.0138
  480.0000,61440.0000,    0.0000,    1.0000,    0.9844,  398.1760
  490.0000,62720.0000,    0.0000,    1.0000,    0.9961,  406.4106
  500.0000,64000.0000,    0.0000,    1.0000,    0.9922,  414.6100
  510.0000,65280.0000,    0.0000,    1.0000,    0.9805,  423.9286
  520.0000,66560.0000,    0.0000,    1.0000,    0.9922,  432.0853
  530.0000,67840.0000,    0.0000,    1.0000,    0.9883,  440.2415
  540.0000,69120.0000, 1224.5879,    0.9922,    0.9727,  448.3987
  550.0000,70400.0000,    0.0000,    1.0000,    0.9844,  456.0287
  560.0000,71680.0000,    0.0000,    1.0000,    0.9844,  465.2985
  570.0000,72960.0000,    0.0000,    1.0000,    0.9805,  473.4539
  580.0000,74240.0000,    0.0000,    1.0000,    0.9766,  481.6298
  590.0000,75520.0000,    0.0000,    1.0000,    0.9766,  489.8872
  600.0000,76800.0000,    0.0000,    1.0000,    0.9844,  498.1008
  610.0000,78080.0000,    0.0000,    1.0000,    0.9844,  507.5070
  620.0000,79360.0000,   53.0820,    0.9922,    0.9883,  515.7000
  630.0000,80640.0000,    0.0000,    1.0000,    0.9922,  523.3106
  640.0000,81920.0000,    0.0000,    1.0000,    0.9883,  531.5419
  650.0000,83200.0000,    0.0000,    1.0000,    0.9805,  539.9511
  660.0000,84480.0000,    0.0000,    1.0000,    0.9883,  549.6590
  670.0000,85760.0000,    0.0000,    1.0000,    0.9688,  558.0106
  680.0000,87040.0000,    0.0000,    1.0000,    0.9805,  566.5717
  690.0000,88320.0000,    0.0000,    1.0000,    0.9805,  575.0079
  700.0000,89600.0000, 1204.5195,    0.9844,    0.9688,  583.7080
  710.0000,90880.0000, 4601.6992,    0.9844,    0.9375,  592.3826
  720.0000,92160.0000,    0.0000,    1.0000,    0.9805,  600.9980
  730.0000,93440.0000,    0.0000,    1.0000,    0.9648,  609.8010
  740.0000,94720.0000,   94.2227,    0.9922,    0.9648,  618.0234
  750.0000,96000.0000,    0.0000,    1.0000,    0.9883,  626.3730
  760.0000,97280.0000,    0.0000,    1.0000,    0.9766,  636.0083
  770.0000,98560.0000,    0.0000,    1.0000,    0.9727,  644.3611
  780.0000,99840.0000,  168.6680,    0.9922,    0.9766,  652.8959
  790.0000,101120.0000,    0.0000,    1.0000,    0.9922,  660.8601
  800.0000,102400.0000,    0.0000,    1.0000,    0.9805,  669.3164
  810.0000,103680.0000,    0.0000,    1.0000,    0.9844,  678.8724
  820.0000,104960.0000,    0.0000,    1.0000,    0.9844,  687.2221
  830.0000,106240.0000,    0.0000,    1.0000,    0.9844,  695.4387
  840.0000,107520.0000,    0.0000,    1.0000,    0.9883,  703.7087
  850.0000,108800.0000,    0.0000,    1.0000,    0.9883,  712.1539
  860.0000,110080.0000,    0.0000,    1.0000,    0.9883,  721.3240
  870.0000,111360.0000,    0.0000,    1.0000,    0.9844,  730.0464
  880.0000,112640.0000,  467.1582,    0.9844,    0.9766,  738.3450
  890.0000,113920.0000,    0.0000,    1.0000,    0.9883,  746.6370
  900.0000,115200.0000,    0.0000,    1.0000,    0.9922,  754.8460
  910.0000,116480.0000,    0.0000,    1.0000,    0.9883,  764.2034
  920.0000,117760.0000,    0.0000,    1.0000,    0.9961,  772.5363
  930.0000,119040.0000,    0.0000,    1.0000,    0.9922,  780.9557
  940.0000,120320.0000,    0.0000,    1.0000,    0.9961,  788.6071
  950.0000,121600.0000,    0.0000,    1.0000,    0.9922,  796.9219
  960.0000,122880.0000,    0.0000,    1.0000,    0.9883,  806.2723
  970.0000,124160.0000,  275.2969,    0.9922,    0.9570,  814.4945
  980.0000,125440.0000,    0.0000,    1.0000,    0.9844,  822.8490
  990.0000,126720.0000,    0.0000,    1.0000,    0.9805,  831.1828
 1000.0000,128000.0000,    0.0000,    1.0000,    0.9844,  839.5196
 1010.0000,129280.0000,    0.0000,    1.0000,    0.9844,  849.1872
 1020.0000,130560.0000,    0.0000,    1.0000,    0.9805,  856.7502
 1030.0000,131840.0000,    0.0000,    1.0000,    0.9883,  865.0060
 1040.0000,133120.0000,    0.0000,    1.0000,    0.9805,  873.3267
 1050.0000,134400.0000,    0.0000,    1.0000,    0.9805,  881.8855
 1060.0000,135680.0000,    0.0000,    1.0000,    0.9805,  891.2095
 1070.0000,136960.0000,    0.0000,    1.0000,    0.9922,  899.5419
 1080.0000,138240.0000,    0.0000,    1.0000,    0.9844,  908.2069
 1090.0000,139520.0000,   86.7422,    0.9922,    0.9961,  916.5487
 1100.0000,140800.0000,    0.0000,    1.0000,    0.9922,  924.2154
 1110.0000,142080.0000, 1660.0078,    0.9922,    0.9922,  933.5930
 1120.0000,143360.0000,  902.9609,    0.9922,    0.9922,  941.8432
 1130.0000,144640.0000,    0.0000,    1.0000,    0.9844,  950.1052
 1140.0000,145920.0000,    0.0000,    1.0000,    0.9883,  958.4230
 1150.0000,147200.0000,    0.0000,    1.0000,    0.9883,  966.7704
 1160.0000,148480.0000,    0.0000,    1.0000,    0.9883,  976.1291
 1170.0000,149760.0000,  201.7578,    0.9922,    0.9883,  984.4611
 1180.0000,151040.0000,    0.0000,    1.0000,    0.9883,  992.2595
 1190.0000,152320.0000,    0.0000,    1.0000,    0.9883, 1000.8609
 1200.0000,153600.0000,    0.0000,    1.0000,    0.9766, 1009.2789
 1210.0000,154880.0000,    0.0000,    1.0000,    0.9492, 1018.9680
 1220.0000,156160.0000,    0.0000,    1.0000,    0.9805, 1027.4010
 1230.0000,157440.0000,    0.0000,    1.0000,    0.9844, 1035.6996
 1240.0000,158720.0000,    0.0000,    1.0000,    0.9805, 1044.1462
 1250.0000,160000.0000,    0.0000,    1.0000,    0.9727, 1051.9972
 1260.0000,161280.0000,    0.0000,    1.0000,    0.9883, 1061.5412
 1270.0000,162560.0000,    0.0000,    1.0000,    0.9805, 1070.0093
 1280.0000,163840.0000,    0.0000,    1.0000,    0.9844, 1078.3783
 1290.0000,165120.0000,  121.6738,    0.9922,    0.9805, 1086.6759
 1300.0000,166400.0000,    0.0000,    1.0000,    0.9883, 1094.9257
 1310.0000,167680.0000,    0.0000,    1.0000,    0.9883, 1104.3051
 1320.0000,168960.0000,    0.0000,    1.0000,    0.9883, 1112.5125
 1330.0000,170240.0000,    0.0000,    1.0000,    0.9805, 1120.0388
 1340.0000,171520.0000,    0.0000,    1.0000,    0.9844, 1128.2954
 1350.0000,172800.0000,    0.0000,    1.0000,    0.9688, 1136.6500
 1360.0000,174080.0000,    0.0000,    1.0000,    0.9883, 1146.0788
 1370.0000,175360.0000,    0.0000,    1.0000,    1.0000, 1154.4846
 1380.0000,176640.0000,    0.0000,    1.0000,    0.9961, 1162.9774
 1390.0000,177920.0000,    0.0000,    1.0000,    1.0000, 1171.6653
 1400.0000,179200.0000,    0.0000,    1.0000,    0.9961, 1180.3553
 1410.0000,180480.0000,    0.0000,    1.0000,    0.9922, 1189.1667
 1420.0000,181760.0000,    0.0000,    1.0000,    0.9961, 1197.5373
 1430.0000,183040.0000,    0.0000,    1.0000,    0.9883, 1206.3849
 1440.0000,184320.0000,    0.0000,    1.0000,    0.9922, 1214.7952
 1450.0000,185600.0000,    0.0000,    1.0000,    0.9922, 1223.3008
 1460.0000,186880.0000,  121.3711,    0.9922,    0.9883, 1232.6874
 1470.0000,188160.0000,  370.5703,    0.9922,    0.9805, 1240.9902
 1480.0000,189440.0000,    0.0000,    1.0000,    1.0000, 1249.2838
 1490.0000,190720.0000,    0.0000,    1.0000,    1.0000, 1257.1586
 1500.0000,192000.0000,    0.0000,    1.0000,    1.0000, 1265.7987
 1510.0000,193280.0000,    0.0000,    1.0000,    0.9883, 1275.7117
 1520.0000,194560.0000,    0.0000,    1.0000,    0.9844, 1284.2911
 1530.0000,195840.0000,    0.0000,    1.0000,    1.0000, 1292.9530
 1540.0000,197120.0000,    0.0000,    1.0000,    0.9844, 1301.5982
 1550.0000,198400.0000,    0.0000,    1.0000,    0.9844, 1310.3496
 1560.0000,199680.0000,    0.0000,    1.0000,    0.9922, 1319.8741
