# step_dt, iter_dt, train_loss_dt, train_acc_dt, test_acc_dt, time_dt
   10.0000, 1280.0000,   23.6328,    0.9922,    0.9570,    8.1092
   20.0000, 2560.0000,    0.0000,    1.0000,    0.9648,   16.3640
   30.0000, 3840.0000,    0.0000,    1.0000,    0.9570,   24.6898
   40.0000, 5120.0000,    0.0000,    1.0000,    0.9570,   33.2119
   50.0000, 6400.0000,    0.0000,    1.0000,    0.9609,   41.3299
   60.0000, 7680.0000,    0.0000,    1.0000,    0.9727,   50.7443
   70.0000, 8960.0000,    0.0000,    1.0000,    0.9727,   59.0115
   80.0000,10240.0000,    0.0000,    1.0000,    0.9688,   66.4431
   90.0000,11520.0000,    0.0000,    1.0000,    0.9609,   74.6874
  100.0000,12800.0000,   72.1250,    0.9922,    0.9609,   82.9092
  110.0000,14080.0000, 1557.6113,    0.9922,    0.9609,   92.9339
  120.0000,15360.0000,    0.0000,    1.0000,    0.9570,  101.0967
  130.0000,16640.0000,    0.0000,    1.0000,    0.9688,  109.2147
  140.0000,17920.0000,  901.2227,    0.9922,    0.9688,  117.3483
  150.0000,19200.0000,    0.0000,    1.0000,    0.9648,  125.3828
  160.0000,20480.0000,   87.9844,    0.9922,    0.9531,  134.0728
  170.0000,21760.0000,    0.0000,    1.0000,    0.9648,  142.1264
  180.0000,23040.0000,    0.0000,    1.0000,    0.9570,  150.5218
  190.0000,24320.0000,    0.0000,    1.0000,    0.9531,  158.8140
  200.0000,25600.0000, 3504.2891,    0.9922,    0.9492,  167.1448
  210.0000,26880.0000,    0.0000,    1.0000,    0.9688,  176.4701
  220.0000,28160.0000,    0.0000,    1.0000,    0.9648,  184.6847
  230.0000,29440.0000,    0.0000,    1.0000,    0.9609,  192.8307
  240.0000,30720.0000,    0.0000,    1.0000,    0.9570,  200.5561
  250.0000,32000.0000,    0.0000,    1.0000,    0.9648,  208.7751
  260.0000,33280.0000,    0.0000,    1.0000,    0.9727,  218.3368
  270.0000,34560.0000,    0.0000,    1.0000,    0.9648,  226.5424
  280.0000,35840.0000,    0.0000,    1.0000,    0.9648,  234.5838
  290.0000,37120.0000,    0.0000,    1.0000,    0.9727,  243.5796
  300.0000,38400.0000,    0.0000,    1.0000,    0.9570,  252.1258
  310.0000,39680.0000,    0.0000,    1.0000,    0.9727,  261.3624
  320.0000,40960.0000, 2212.6504,    0.9844,    0.9531,  268.7602
  330.0000,42240.0000,    0.0000,    1.0000,    0.9453,  276.8449
  340.0000,43520.0000,    0.0000,    1.0000,    0.9531,  284.9725
  350.0000,44800.0000,    0.0000,    1.0000,    0.9570,  293.1635
  360.0000,46080.0000,    0.0000,    1.0000,    0.9375,  302.3015
  370.0000,47360.0000,    0.0000,    1.0000,    0.9570,  310.5921
  380.0000,48640.0000, 2519.8086,    0.9844,    0.9531,  319.0005
  390.0000,49920.0000,       nan,       nan,    0.9336,  326.5352
  400.0000,51200.0000,    0.0000,    1.0000,    0.9492,  335.1170
  410.0000,52480.0000,    0.0000,    1.0000,    0.9570,  344.4506
  420.0000,53760.0000,    0.0000,    1.0000,    0.9570,  352.7320
  430.0000,55040.0000,    0.0000,    1.0000,    0.9688,  361.2682
  440.0000,56320.0000,    0.0000,    1.0000,    0.9609,  369.7646
  450.0000,57600.0000,    0.0000,    1.0000,    0.9609,  378.2042
  460.0000,58880.0000,    0.0000,    1.0000,    0.9727,  387.8495
  470.0000,60160.0000,  546.7539,    0.9922,    0.9688,  395.3943
  480.0000,61440.0000,    0.0000,    1.0000,    0.9609,  403.6903
  490.0000,62720.0000,    0.0000,    1.0000,    0.9609,  412.0865
  500.0000,64000.0000,   26.5859,    0.9922,    0.9492,  420.4239
  510.0000,65280.0000,    0.0000,    1.0000,    0.9648,  429.9917
